#number;groundtruth;mba
932;(x + y);(~ (x + (- ((- ((~ x) + (- x))) + y))))
933;(x + y);((x | (- (x & (~ x)))) + y)
934;(x + y);(x + (~ (~ ((x | y) & y))))
935;(x + y);(~ ((- x) + ((x ^ (~ x)) ^ y)))
936;(x + y);((x | (x & (x & y))) + y)
937;(x + y);(~ ((- x) + ((~ (x & (~ x))) ^ y)))
938;(x + y);(x + (- ((- y) + (~ (y | (~ y))))))
939;(x + y);(x + (y | (~ (y ^ (~ y)))))
940;(x + y);((x | (~ (~ (x & (~ x))))) + y)
941;(x + y);((x | (- (~ (x | (~ x))))) + y)
942;(x + y);(- (x + (- ((- ((- x) + (- x))) + y))))
943;(x + y);((~ (~ (x & (y + (~ y))))) + y)
944;(x + y);((~ x) + (- ((- x) + ((- x) + (~ y)))))
945;(x + y);(x + (y | (y & (- y))))
946;(x + y);((x + (~ x)) & (x + y))
947;(x + y);((x + ((~ (x | y)) & y)) + y)
948;(x + y);(x + ((- y) + (y + y)))
949;(x + y);((- ((- x) + (x & (~ x)))) + y)
950;(x + y);(~ (((~ x) + (- y)) | (~ (y | (~ y)))))
951;(x + y);(x + ((x ^ (x ^ y)) & y))
952;(x + y);(x + ((~ (x & (~ x))) ^ (~ y)))
953;(x + y);(~ ((~ (x + x)) + (x + (- y))))
954;(x + y);((x + (~ (~ (y & (~ y))))) + y)
955;(x + y);(x + (((~ (- x)) | y) & y))
956;(x + y);(x + (~ (~ ((~ (x & (~ y))) & y))))
957;(x + y);((x + (~ (y ^ (~ y)))) + y)
958;(x + y);((x ^ (~ (x ^ (~ x)))) + y)
959;(x + y);(x + (y | (- (~ (y | (~ y))))))
960;(x + y);((~ ((~ x) | (~ (x | (- y))))) + y)
961;(x + y);((- ((- x) + (- y))) + (~ (x | (~ x))))
962;(x + y);((x + (- (~ (y + (~ y))))) + y)
963;(x + y);(- ((- ((- x) + y)) + (- (x + x))))
964;(x + y);(x + (((~ (x & y)) | y) & y))
965;(x + y);(x + (- ((- y) + (~ (~ (y & (~ y)))))))
966;(x + y);((- ((- x) + (~ (x | (~ x))))) + y)
967;(x + y);(~ (- (~ ((~ x) + (~ y)))))
968;(x + y);((x + (~ y)) + (- (~ (y + y))))
969;(x + y);((x & ((~ (x & y)) ^ y)) + y)
970;(x + y);((~ ((x + y) ^ y)) ^ (~ y))
971;(x + y);(x + ((~ ((~ (x & y)) | y)) ^ y))
972;(x + y);(((x + y) ^ y) ^ y)
973;(x + y);((x + (- (~ x))) + (~ (x + (- y))))
974;(x + y);(x + ((~ (x & (~ x))) & y))
975;(x + y);((~ (~ (x & (x + (~ x))))) + y)
976;(x + y);((x ^ (~ x)) + (- (~ (x + y))))
977;(x + y);(x + (~ (~ ((x ^ (~ x)) & y))))
978;(x + y);(x + ((~ ((~ x) | (~ y))) | y))
979;(x + y);((x + (- (~ y))) + (y + (~ y)))
980;(x + y);(((- x) + (~ y)) ^ (x + (~ x)))
981;(x + y);((~ (~ (x & (~ x)))) + (x + y))
982;(x + y);(~ ((x ^ (x + (~ x))) + (- y)))
983;(x + y);(x + ((~ (x & (~ (x & y)))) & y))
984;(x + y);(x + (~ ((~ y) & (y | (~ y)))))
985;(x + y);((~ x) + (- ((~ x) + (- (x + y)))))
986;(x + y);((x ^ (~ (x + (~ x)))) + y)
987;(x + y);(x + (- (~ ((~ (x & (~ x))) + y))))
988;(x + y);(x + (y + (~ (~ (y & (~ y))))))
989;(x + y);(- ((- x) + (- ((x | y) & y))))
990;(x + y);((- ((- (~ x)) + (~ y))) + (x + x))
991;(x + y);(((~ x) + (x + x)) + (- (~ y)))
992;(x + y);(~ (x + ((- x) + ((- x) + (~ y)))))
993;(x + y);(x + (y & (~ (~ (y | (- y))))))
994;(x + y);(~ ((~ (x | y)) + (- (x & y))))
995;(x + y);(x + (~ ((x | (~ x)) & (~ y))))
996;(x + y);(~ (~ ((x ^ (~ x)) & (x + y))))
997;(x + y);(((~ x) ^ (x ^ (~ x))) + y)
998;(x + y);(x + (- ((- y) ^ (y & (~ y)))))
999;(x + y);(x + (- (y + ((- y) + (- y)))))
1000;(x + y);(x + (((x | y) | y) & y))
