#number;groundtruth;mba
374;x*y+7*(x&~y)-2*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&~y)+4*x+3*(x|~y)+5*~(x|~y)-2*(x&y)
375;x*y-11*~(x|~y)-18*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x^y)-11*(x^y)-7*x+5*~(x|y)+12*(x&y)
376;x*y-7*y+4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|~y)-1*~(x^y)-3*~(x|y)-7*~(x|~y)-10*(x&y)
377;x*y-8*~(x|~y)-1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&~y)-5*~(x^y)-1*~(x&y)+13*~(x|y)+12*(x&y)
378;x*y-6*(x&y)+5*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*(x|~y)+1*~y+5*~(x|y)+5*~(x|~y)+10*(x&~y)
379;x*y+9*~(x|y)+1*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&y)+5*~y+1*~(x^y)-3*~(x|~y)-9*(x&~y)
380;x*y+1*~(x|~y)-1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*x-3*~(x^y)+2*~(x|y)-3*(x&~y)+1*(x&y)
381;x*y-1*~(x|~y)+1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~y-2*x+8*~(x|y)+10*(x&~y)+2*(x&y)
382;x*y-14*(x&y)+5*x;(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~y)-7*(x|~y)+9*~(x|y)+2*~(x|~y)+12*(x&~y)
383;x*y+7*(x^y)-12*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&y)+1*(x|~y)+5*~(x|y)+13*~(x|~y)-1*(x&y)
384;x*y-11*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*y-11*~(x^y)+2*(x^y)-13*~(x|~y)-2*(x&~y)
385;x*y-3*~(x|y)+3*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*y-5*(x|y)+6*~(x|~y)+8*(x&~y)+3*(x&y)
386;x*y+3*(x&y)+7*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x|y)+5*~(x&y)+2*~y-8*~(x|~y)-10*(x&~y)
387;x*y+4*~(x|y)+10*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x|~y)-3*~y+3*y-3*~(x|~y)-4*(x&~y)
388;x*y+2*(x&~y)-5*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*y-5*~x+2*x+1*~(x|~y)-6*(x&y)
389;x*y+2*x+3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x|y)-2*(x|~y)+2*~(x|y)-7*~(x|~y)-3*(x&~y)
390;x*y+6*(x|y)-7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x-5*~y+5*~(x&y)+1*~(x|~y)+7*(x&y)
391;x*y+2*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~y+11*~x-4*~(x|y)-9*~(x|~y)+7*(x&~y)
392;x*y-1*(x&~y)-3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&y)+1*y-2*~(x&~y)+2*~(x|~y)+1*(x&y)
393;x*y-4*~(x^y)-7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~x-7*(x|~y)+5*~(x|y)+2*~(x|~y)+3*(x&y)
394;x*y-6*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~x-5*y-1*~(x&~y)+8*~(x|y)+13*~(x|~y)
395;x*y+14*(x&y)-1*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~(x&~y)+2*~(x&~x)-13*~(x|y)-14*~(x|~y)-3*(x&~y)
396;x*y+5*~(x&y)-6*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~x)+4*~x+7*~(x|y)+7*~(x|~y)+11*(x&~y)
397;x*y+3*~(x&~y)-10*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x^y)-7*(x|y)+3*~(x|y)+7*~(x|~y)+4*(x&~y)
398;x*y-3*~(x&~y)+1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~y-2*y-7*~(x|y)-1*~(x|~y)-4*(x&~y)
399;x*y+1*(x&~y)-1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~y)+1*(x|~y)-1*~(x^y)+1*~(x|y)+1*(x&y)
400;x*y+11*y-4*~x;(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~x)+2*~(x&y)-4*~(x|y)+7*~(x|~y)+13*(x&y)
401;x*y-11*(x&y)-13*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~x-11*~(x&~y)+1*~y+12*~(x|y)-1*(x&~y)
402;x*y-7*~(x|~y)+6*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~x)-6*x+1*~(x|y)+13*(x&~y)+13*(x&y)
403;x*y+19*~(x|y)+8*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*(x|~y)+3*~(x&~x)+5*~(x&y)-19*(x&~y)-14*(x&y)
404;x*y-6*~(x|y)+3*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~y+1*~(x&~y)+2*~(x|~y)+10*(x&~y)-1*(x&y)
405;x*y-5*(x|~y)+1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~y)-2*~y-4*~(x|y)-3*(x&~y)-6*(x&y)
406;x*y+1*y;(x&y)*(x|y)+(x&~y)*(~x&y)+7*~x-7*~(x&~x)+1*~(x|~y)+7*(x&~y)+8*(x&y)
407;x*y+1*~(x^y)-5*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&~y)-5*~y+11*~(x|y)+5*~(x|~y)+6*(x&y)
408;x*y+2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|~y)+2*~(x^y)+4*(x|y)-4*~(x|~y)-4*(x&y)
409;x*y-2*~x+3*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&y)-6*~(x|y)-6*~(x|~y)-7*(x&~y)+3*(x&y)
410;x*y-4*~(x|y)-1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+1*x-5*~(x^y)-1*~(x|~y)-2*(x&~y)+3*(x&y)
411;x*y+7*(x&~y)-5*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)+1*~(x&~x)-7*~(x|y)-6*~(x|~y)-2*(x&y)
412;x*y-5*~(x&y)+16*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~x+2*y-18*~(x|~y)-5*(x&~y)-2*(x&y)
413;x*y+5*(x&~y)+5*~x;(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x^y)+5*x+6*~(x|y)+5*~(x|~y)-4*(x&y)
414;x*y+2*~(x|y)+8*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|y)+5*(x^y)+2*~(x&~x)-8*(x&~y)-3*(x&y)
415;x*y-12*~(x|~y)+1*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x&~x)+1*x+11*~(x|y)+11*(x&~y)+11*(x&y)
416;x*y-7*(x&y)-18*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&~x)-11*(x^y)-11*~(x&y)+29*~(x|~y)+29*(x&~y)
417;x*y-7*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*x-1*~(x^y)-6*~(x|y)-7*~(x|~y)-8*(x&~y)
418;x*y+1*x-7*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&y)-6*~(x&~y)+12*~(x|y)+12*~(x|~y)+7*(x&~y)
419;x*y+1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~x+1*y-7*~y+8*~(x|y)+7*(x&~y)
420;x*y-7*~(x^y)-3*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x^y)-10*~(x|y)-4*~(x|~y)-1*(x&~y)-7*(x&y)
421;x*y-3*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&y)-1*~x+5*~(x|y)+8*~(x|~y)+4*(x&~y)
422;x*y-2*~x+5*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*(x|y)-2*~(x|y)+14*~(x|~y)+16*(x&~y)+11*(x&y)
423;x*y-1*(x&y)-4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|~y)+2*y-1*~y-2*~(x&~x)+4*~(x|y)
424;x*y-2*~y-2*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+11*(x|y)-4*~(x|y)-13*~(x|~y)-13*(x&~y)-11*(x&y)
425;x*y-5*~(x&~y)+2*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~(x^y)-16*~(x|y)-3*~(x|~y)+2*(x&~y)-16*(x&y)
426;x*y+7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*x+3*(x|~y)+7*(x^y)-3*~(x|y)-7*~(x|~y)
427;x*y+11*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&y)-7*~x+4*(x|y)-4*~(x|~y)-4*(x&y)
428;x*y+2*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x&y)+2*(x|y)-1*~y-5*~(x|~y)-2*(x&~y)
429;x*y-6*~(x|~y)-6*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x&~x)+7*x+5*~(x&~y)+4*(x&~y)-1*(x&y)
430;x*y-7*(x^y)+1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x^y)-2*~(x&~x)-1*~(x&y)-4*~(x|~y)-4*(x&~y)
431;x*y-10*~(x|y)+5*y;(x&y)*(x|y)+(x&~y)*(~x&y)-11*(x|~y)+1*~(x&~y)+4*~(x|~y)+11*(x&~y)+15*(x&y)
432;x*y+11*(x|~y)+9*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~y+2*~(x&~y)+7*~(x&y)+2*(x&~y)+9*(x&y)
433;x*y+1*(x&~y)-2*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~x+1*(x^y)+1*~(x|y)+2*~(x|~y)-2*(x&y)
434;x*y+1*(x&~y)-2*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|y)-1*~(x^y)-1*~(x|y)+1*~(x|~y)+2*(x&y)
435;x*y+11*(x&~y)+7*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x|y)+4*(x|~y)+5*~(x&~x)-9*~(x|y)-11*(x&y)
436;x*y-1*~(x&~y)+1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-7*y-2*(x^y)+9*~(x|~y)+3*(x&~y)+7*(x&y)
437;x*y+13*~(x|y)+10*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x&~x)+7*~(x&y)+3*~(x&~y)-13*~(x|~y)-6*(x&y)
438;x*y-11*(x|y)+22*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~x+4*y-11*~y+4*~(x|y)-15*(x&y)
439;x*y+3*(x|y)-9*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~x-6*~(x&~x)+13*~(x|y)+16*~(x|~y)+9*(x&y)
440;x*y-1*~(x|~y)+2*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~x)-11*~y+12*~(x|y)+12*(x&~y)-1*(x&y)
441;x*y-7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~y-3*~(x&y)-3*(x^y)+4*~(x|y)+6*~(x|~y)
442;x*y-2*(x^y)-4*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)-5*~(x&y)+3*~(x|~y)+2*(x&~y)-1*(x&y)
443;x*y+1*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x^y)+1*(x|y)+1*~(x|y)-5*~(x|~y)-5*(x&~y)
444;x*y+6*~(x&~y)-3*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x^y)+7*y+2*~(x|y)-4*~(x|~y)-2*(x&y)
445;x*y-6*(x&y)-11*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x^y)-6*~(x^y)-5*~(x|y)-18*~(x|~y)-7*(x&~y)
446;x*y+8*~(x|y)-5*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|y)+3*(x|~y)-6*~(x|~y)-9*(x&~y)-4*(x&y)
447;x*y+3*(x&~y)-5*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|~y)+4*x-5*~x+6*~(x|y)-3*(x&y)
448;x*y-5*(x&~y)+2*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*x+7*~x-5*~(x|y)-5*~(x|~y)+7*(x&y)
449;x*y-3*~(x|~y)-8*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*(x|y)+1*~y-6*(x|~y)+5*~(x|y)+9*(x&y)
450;x*y-10*~(x|~y)-3*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x^y)-11*(x|y)-3*~(x|y)+10*(x&~y)+8*(x&y)
451;x*y-6*(x&y)-3*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+1*~x-6*~(x^y)+2*~(x|y)-1*~(x|~y)-3*(x&~y)
452;x*y+3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~y+1*(x|~y)+1*x-4*(x&~y)-2*(x&y)
453;x*y+15*~(x|~y)+22*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~y+4*~(x&y)+11*~(x&~x)-22*~(x|y)-11*(x&y)
454;x*y-11*~(x^y)-12*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~x-1*(x|y)-6*x+7*(x&~y)-4*(x&y)
455;x*y+3*~(x|y)+3*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~x+5*x+1*~(x&y)-6*(x&~y)-5*(x&y)
456;x*y-10*(x&y)-1*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*(x|y)+1*(x|~y)-1*~(x|y)+10*~(x|~y)+9*(x&~y)
457;x*y-7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*(x^y)-1*(x|~y)+1*(x|y)+1*~(x|y)+6*~(x|~y)
458;x*y+12*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&y)+11*~x-7*(x^y)-5*~(x|~y)+6*(x&~y)
459;x*y-1*~(x^y)-3*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*y-4*~(x|y)+1*~(x|~y)-3*(x&~y)-3*(x&y)
460;x*y+3*~(x|y)+1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|y)+3*~(x&~x)-2*y+1*~(x|~y)+1*(x&y)
461;x*y+14*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*y+5*~x-2*~(x&~y)-3*~(x|y)-9*(x&y)
462;x*y+6*~(x|~y)+4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~x)+4*~x+2*x-6*~(x|y)-4*(x&~y)
463;x*y-11*~(x^y)-6*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~x-3*x-5*~(x|y)+3*(x&~y)-8*(x&y)
464;x*y+1*(x&y)-1*x;(x&y)*(x|y)+(x&~y)*(~x&y)+3*~y-1*(x^y)-3*~(x|y)+1*~(x|~y)-3*(x&~y)
465;x*y-5*(x&~y)-1*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~x-6*~y-1*~(x&~y)+6*~(x|y)-1*~(x|~y)
466;x*y+1*(x^y)+6*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x^y)+7*~x-6*~(x|~y)+1*(x&~y)+1*(x&y)
467;x*y-12*~(x|~y)+1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x^y)-11*~x+11*~(x|y)+1*(x&~y)-1*(x&y)
468;x*y+7*~(x|~y)-5*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-2*x+5*(x^y)-3*~(x&~y)-2*~(x|y)-8*(x&~y)
469;x*y+2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~x+1*~y+1*(x^y)-5*~(x|y)-5*~(x|~y)
470;x*y-13*(x&y)-13*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*y-1*~(x&~x)-11*(x|y)+1*~(x|y)+12*(x&~y)
471;x*y-9*(x&y)-3*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x^y)-11*~(x&~y)+6*~(x|y)+11*~(x|~y)-3*(x&~y)
472;x*y+5*~(x|y)-5*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x^y)-11*y+4*~(x|~y)-12*(x&~y)+6*(x&y)
473;x*y+3*~(x&y)-3*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)-7*x+2*~(x|y)+9*(x&~y)+6*(x&y)
474;x*y+4*(x&~y)-9*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~x-3*~(x&~x)+7*(x^y)+2*~(x|~y)+3*(x&y)
475;x*y+3*~(x|~y)-1*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*y+5*(x|y)-1*~(x&~y)-5*(x&~y)-3*(x&y)
476;x*y-4*(x&y)+3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*y+5*~(x&y)-2*~(x^y)-3*~(x|~y)-5*(x&~y)
477;x*y+2*~(x^y)+2*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*y+3*(x|~y)+1*~(x|y)-3*(x&~y)-1*(x&y)
478;x*y-4*(x|y)-1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~x)+1*~(x&y)+5*~(x|y)+1*(x&~y)+2*(x&y)
479;x*y-3*~(x^y)-5*y;(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x^y)-3*(x|~y)-3*~(x|~y)+5*(x&~y)-5*(x&y)
480;x*y-1*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x^y)-1*~(x^y)+1*x-4*~(x|~y)-6*(x&~y)
481;x*y-1*(x|y)+1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~y)-1*~(x^y)+3*~(x|y)+1*~(x|~y)+2*(x&y)
482;x*y+11*~(x|y)-3*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*x+11*(x|~y)-3*(x^y)-6*(x&~y)-9*(x&y)
483;x*y-7*x;(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x&~y)+2*(x|~y)+2*~(x|~y)-9*(x&~y)-7*(x&y)
484;x*y+1*~(x|y)+6*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~x-11*x-1*~(x|~y)+11*(x&~y)+17*(x&y)
485;x*y+5*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|~y)+1*~(x&~x)+5*~y-1*~(x|~y)-5*(x&~y)
486;x*y-5*(x^y)-10*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)-11*~(x^y)+10*~(x|y)-5*~(x|~y)-6*(x&~y)
487;x*y-3*(x&y)+7*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x|y)+1*~(x&~y)+6*~(x|y)-4*~(x|~y)-3*(x&~y)
488;x*y-7*~(x|y)+1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*(x|~y)-2*x+1*~(x|~y)+9*(x&~y)+8*(x&y)
489;x*y+3*(x&y)-4*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&y)+3*~(x&~y)-1*~x+4*~(x|y)+2*(x&~y)
490;x*y+3*~y+2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x&y)-1*y-2*~(x|y)-4*~(x|~y)+1*(x&y)
491;x*y-1*~(x&y)-4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*y+3*~(x^y)-4*~(x|y)-1*(x&~y)+2*(x&y)
492;x*y+3*~(x|~y)+7*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+11*(x|y)-1*~(x&y)+8*~(x|y)-3*(x&~y)-4*(x&y)
493;x*y-11*~(x|~y)-18*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x-6*~y-11*~(x&~x)+17*~(x|y)+12*(x&y)
494;x*y-2*~(x&~y)+1*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*x-1*~(x|y)-2*~(x|~y)+4*(x&~y)+2*(x&y)
495;x*y-3*~y-7*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&y)-7*x-5*~(x|y)-2*~(x|~y)+2*(x&~y)
496;x*y-8*~(x|y)-1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*y-5*~(x&~y)-3*(x|~y)+3*(x&~y)+4*(x&y)
497;x*y+2*~(x|y)-2*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*x-5*(x|y)+3*~(x|~y)-2*(x&~y)-4*(x&y)
498;x*y+3*~(x&y)+4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x^y)-5*(x^y)-1*~(x|y)+8*~(x|~y)+8*(x&~y)
499;x*y-5*~(x|~y)-3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*(x|~y)+2*~(x&y)-7*(x|y)+10*(x&~y)+12*(x&y)
500;x*y-7*(x&y)+1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&y)-6*~(x^y)+1*~x+5*~(x|y)-1*~(x|~y)
501;x*y+3*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*(x|~y)-2*(x|y)+5*~(x&y)+2*(x&~y)+7*(x&y)
502;x*y-6*(x&~y)-4*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~x)-7*~(x&~y)+9*~(x|y)+13*~(x|~y)+9*(x&y)
503;x*y-9*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*(x|~y)-3*~y+2*x+14*~(x|y)+12*(x&~y)
504;x*y+5*~(x|~y)-1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x^y)-2*x-1*~(x|y)-3*(x&~y)+1*(x&y)
505;x*y+5*(x&y)+2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x^y)+1*~(x^y)+4*~(x&~y)-5*~(x|y)-6*~(x|~y)
506;x*y+2*x+4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&~x)-5*(x|~y)+1*~(x|y)+3*(x&~y)+3*(x&y)
507;x*y-8*~(x|y)+1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~(x^y)+1*~(x&~x)-6*~y+5*(x&~y)+2*(x&y)
508;x*y-4*~(x^y)-2*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~y-7*~(x|y)-2*~(x|~y)-1*(x&~y)-6*(x&y)
509;x*y+1*~(x&~x)-4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x^y)-3*~x+1*~(x|y)+1*(x&~y)-2*(x&y)
510;x*y-4*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*x+3*~(x^y)-7*~(x|y)-11*(x&~y)-14*(x&y)
511;x*y-11*~(x^y)+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~x)+1*~x-6*~(x|y)+5*~(x|~y)+6*(x&~y)
512;x*y-2*x+20*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*y+7*~(x&~x)-7*~(x|y)-18*~(x|~y)-9*(x&~y)
513;x*y-10*~(x|~y)+2*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~x-7*(x|y)+3*~(x|y)+9*(x&~y)+7*(x&y)
514;x*y-2*~(x&~x)-5*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x|~y)-7*(x^y)-4*~(x|y)+3*(x&~y)-4*(x&y)
515;x*y-5*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x-5*(x|~y)+1*~y+4*~(x|y)+6*(x&y)
516;x*y+11*(x&~y)+15*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*(x^y)+5*~(x&~y)-1*y-5*~(x|y)-4*(x&y)
517;x*y-1*x;(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|y)-6*~y+6*~(x|y)+1*~(x|~y)+6*(x&~y)
518;x*y-3*(x&y)+1*x;(x&y)*(x|y)+(x&~y)*(~x&y)-3*~(x^y)-1*~(x&~x)+2*(x|~y)+2*~(x|y)+1*~(x|~y)
519;x*y+11*~(x&~y)-7*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x^y)+4*(x|~y)+7*~(x|y)+8*~(x|~y)-7*(x&~y)
520;x*y+7*~(x^y)+2*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+11*~(x&y)+7*x-2*~(x|y)-9*~(x|~y)-18*(x&~y)
521;x*y-1*(x|~y)-4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&~y)-11*~(x&y)+3*~(x|y)+10*(x&~y)-8*(x&y)
522;x*y+3*~y+3*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x&~y)-2*(x|~y)+2*~(x|y)+5*(x&~y)-1*(x&y)
523;x*y+2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~y)+1*y+2*~y-2*(x^y)-3*~(x|y)
524;x*y-11*~(x|~y)+6*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x^y)-5*~(x&~y)-1*x+7*(x&~y)+1*(x&y)
525;x*y-7*(x&~y)-11*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*x-11*(x^y)+3*(x|~y)-3*~(x|y)-4*(x&y)
526;x*y-1*~x;(x&y)*(x|y)+(x&~y)*(~x&y)-5*y+3*~(x&~y)-4*~(x|y)+1*~(x|~y)+2*(x&y)
527;x*y-1*~(x|~y)-5*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~x)-3*~x-4*~(x|y)-7*(x&~y)-2*(x&y)
528;x*y+5*~(x&~y)-11*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~y+12*~(x|y)-6*~(x|~y)-4*(x&~y)+5*(x&y)
529;x*y+3*(x|y)-3*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~y)-3*~(x^y)+1*~(x|y)+1*~(x|~y)+4*(x&y)
530;x*y-1*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~y)+7*x+1*~(x|y)-8*(x&~y)-7*(x&y)
531;x*y-5*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~y+1*x+5*~(x^y)+1*~(x|y)-6*(x&y)
532;x*y-1*(x|~y)+8*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x&~x)+2*~x-7*~(x|~y)-6*(x&~y)-6*(x&y)
