#number;groundtruth;mba
924;(x | y);(~ (((~ x) ^ y) & (~ y)))
925;(x | y);(x | (((x + (- y)) | y) & y))
926;(x | y);((x | (~ (~ ((- x) & y)))) | y)
927;(x | y);((x | (x & (- (~ y)))) | y)
928;(x | y);(x | ((~ (x ^ (~ y))) | y))
929;(x | y);((x + (~ (~ ((~ x) & y)))) | y)
930;(x | y);(~ ((~ (~ ((~ x) | y))) & (~ (x | y))))
931;(x | y);((~ ((~ (x | (x & y))) | y)) | y)
932;(x | y);(~ ((- x) + (x | (~ (x | y)))))
933;(x | y);(~ ((~ (x | (~ x))) | (~ (x | y))))
934;(x | y);(x | (~ (~ (y | (~ (y | (~ y)))))))
935;(x | y);(x ^ ((~ (x & y)) ^ (~ y)))
936;(x | y);((~ ((~ x) | (y & (~ y)))) | y)
937;(x | y);(~ (~ ((x ^ (~ (~ (x & y)))) | y)))
938;(x | y);(~ ((~ (x | y)) & (~ (x & y))))
939;(x | y);((~ ((~ x) | (~ (x | y)))) | y)
940;(x | y);((~ (((~ x) + (- y)) + y)) | y)
941;(x | y);((~ (x | y)) ^ (~ ((~ (x | y)) & y)))
942;(x | y);((x | (~ (x | (~ (x | y))))) | y)
943;(x | y);(~ ((- x) + (x | (~ (x ^ y)))))
944;(x | y);(x | (~ ((~ y) | (~ (y | (- y))))))
945;(x | y);(((x & (x ^ y)) + y) | y)
946;(x | y);(x + (- ((- (~ (x & y))) + (~ y))))
947;(x | y);((- ((- x) + (x & (~ x)))) | y)
948;(x | y);((~ (x ^ (x | (~ y)))) | y)
949;(x | y);(((- x) + (x + x)) | (x ^ y))
950;(x | y);(x | ((x ^ (x | y)) & y))
951;(x | y);((~ ((~ x) & (y ^ (~ y)))) | y)
952;(x | y);(((x | (x | y)) + (- y)) | y)
953;(x | y);((x + (~ (x | (~ x)))) | y)
954;(x | y);((x & (~ ((~ (x & y)) & y))) | y)
955;(x | y);((x & ((x | y) + (- y))) ^ y)
956;(x | y);(x | (~ (x | ((~ x) ^ y))))
957;(x | y);((((x | y) | y) ^ y) | y)
958;(x | y);(~ (~ (((x + (- y)) + y) | y)))
959;(x | y);((~ (~ ((x | y) & (~ y)))) | y)
960;(x | y);(~ ((~ x) & (x + ((- x) + (~ y)))))
961;(x | y);(((x | y) ^ (x & y)) | y)
962;(x | y);((x & (x + x)) | (x | y))
963;(x | y);((~ ((x | y) ^ y)) ^ (~ y))
964;(x | y);(x | (~ (x | (x ^ (~ (x | y))))))
965;(x | y);(x | (x | (x ^ (x ^ y))))
966;(x | y);(~ ((x ^ (y | (~ y))) & (~ y)))
967;(x | y);((~ ((~ x) ^ y)) | y)
968;(x | y);((x ^ (~ x)) & (x | y))
969;(x | y);(x | (~ (x | (~ ((x ^ y) & y)))))
970;(x | y);((~ ((~ x) ^ y)) | (x & y))
971;(x | y);(~ (x ^ ((~ (x & y)) ^ y)))
972;(x | y);(~ ((~ x) + (- (x ^ (x | y)))))
973;(x | y);(x | (~ ((x | (~ x)) ^ y)))
974;(x | y);(x | ((x ^ (x ^ y)) & y))
975;(x | y);(- ((- (~ (~ ((~ x) & y)))) + (- x)))
976;(x | y);((x + (~ (y | (~ y)))) | y)
977;(x | y);(~ (~ (x | ((x | y) & y))))
978;(x | y);(~ (x ^ (~ ((x ^ y) & y))))
979;(x | y);((~ ((~ x) & (x | (~ x)))) | y)
980;(x | y);(x | (~ ((~ (x & y)) & (~ y))))
981;(x | y);(~ ((~ x) & ((~ x) ^ y)))
982;(x | y);(~ ((~ x) & (~ ((~ x) & y))))
983;(x | y);(x | (~ (~ ((~ (x & y)) & y))))
984;(x | y);((~ ((~ x) ^ y)) + (x & y))
985;(x | y);(~ ((~ x) & (y + ((~ y) + (- y)))))
986;(x | y);((~ x) ^ (~ ((~ x) & y)))
987;(x | y);((((~ x) ^ (~ y)) ^ y) | y)
988;(x | y);(- (((~ x) + (- y)) + (- (~ (x & y)))))
989;(x | y);((~ (x ^ (~ (y & (- y))))) | y)
990;(x | y);((x | y) | (y & (- y)))
991;(x | y);((~ ((~ x) + (- y))) + (- (x & y)))
992;(x | y);(((x + (- (x & y))) + y) | y)
993;(x | y);(- ((- x) + (- ((x & y) ^ y))))
994;(x | y);(~ (((~ (x | y)) ^ y) ^ y))
995;(x | y);(x + (~ (x | (~ (x ^ y)))))
996;(x | y);((~ (x + (~ (x + x)))) | y)
997;(x | y);((~ x) ^ (x | (~ (x | y))))
998;(x | y);((~ (((~ x) | y) & (~ y))) | y)
999;(x | y);(x | (y + (- (~ (y ^ (~ y))))))
1000;(x | y);(~ (~ ((~ ((~ (x | y)) | y)) | y)))
