#number;groundtruth;mba
900;(x - y);((x ^ (~ (x | (~ (x & y))))) + (- y))
901;(x - y);((- (~ (x ^ (~ x)))) + (x + (- y)))
902;(x - y);(x + ((x & (~ x)) | (- y)))
903;(x - y);((x | (x & (~ (x | y)))) + (- y))
904;(x - y);((~ ((~ x) & (~ (x & y)))) + (- y))
905;(x - y);((- (x & (~ x))) ^ (x + (- y)))
906;(x - y);((~ ((~ (x & y)) | y)) ^ (x + (- y)))
907;(x - y);(x + (- ((((- x) + y) & y) | y)))
908;(x - y);((- ((- x) + (- y))) + (- (y + y)))
909;(x - y);(x + (- (((~ (x | y)) & y) | y)))
910;(x - y);(~ ((~ (- (~ x))) + (- (~ y))))
911;(x - y);(- ((~ (x & (x | y))) + (- (~ y))))
912;(x - y);((x + (~ ((~ (x & y)) | y))) + (- y))
913;(x - y);((~ x) + (x + (- ((~ x) + y))))
914;(x - y);(x + (- (~ (y ^ (y | (~ y))))))
915;(x - y);(x + (- (((- x) + (x + y)) | y)))
916;(x - y);(~ ((x ^ (y | (~ y))) + y))
917;(x - y);(~ ((~ (x + (- (y + y)))) + (- y)))
918;(x - y);(- (((- x) + (- y)) + (y + y)))
919;(x - y);(x + (- (y & (y | (~ y)))))
920;(x - y);((x + (- (~ (x ^ (~ x))))) + (- y))
921;(x - y);((x ^ (~ x)) & (x + (- y)))
922;(x - y);((- x) + (~ ((~ (x + x)) + y)))
923;(x - y);((~ ((~ x) + (- y))) + (- (y + y)))
924;(x - y);(x + (x ^ (x ^ (- y))))
925;(x - y);((x & (~ ((~ x) & (~ y)))) + (- y))
926;(x - y);((- (~ x)) + (x + ((~ x) + (- y))))
927;(x - y);((x | (x ^ (x & y))) + (- y))
928;(x - y);(x + ((~ (x & (~ x))) & (- y)))
929;(x - y);(x + (- ((x | (~ x)) + (- (~ y)))))
930;(x - y);(- ((((- x) + y) + (- y)) + y))
931;(x - y);((- (~ (x | (~ x)))) ^ (x + (- y)))
932;(x - y);(x + (~ ((~ (x & (~ x))) + y)))
933;(x - y);((~ (x + (~ x))) | (x + (- y)))
934;(x - y);(- ((- x) + (((- x) | y) & y)))
935;(x - y);(x + (- ((- (~ (x | (~ x)))) + y)))
936;(x - y);(~ (x + (((~ x) + (- x)) + y)))
937;(x - y);(x + (- (~ ((- y) + (y + (~ y))))))
938;(x - y);((x + (- (~ (y & (~ y))))) + (~ y))
939;(x - y);(x + (- ((x ^ (~ x)) + (- (~ y)))))
940;(x - y);(x + (- (~ (~ ((x ^ (~ x)) & y)))))
941;(x - y);(x + (- (((~ (x & y)) | y) & y)))
942;(x - y);((~ (x & (~ x))) ^ (~ (x + (- y))))
943;(x - y);((x & (~ (x | y))) | (x + (- y)))
944;(x - y);(x + (- ((- ((~ (x | y)) & y)) + y)))
945;(x - y);(x + (- (~ ((- x) + (~ ((- x) + y))))))
946;(x - y);(x + (- ((x ^ (x ^ y)) & y)))
947;(x - y);(- (((- x) + y) & (x + (~ x))))
948;(x - y);((~ ((~ x) | (~ (x | y)))) + (- y))
949;(x - y);(- ((- (x & (x | y))) + y))
950;(x - y);((x | (x & (~ (x & y)))) + (- y))
951;(x - y);(~ (x + ((~ (x + x)) + y)))
952;(x - y);(x + (- (((- (x & y)) + y) | y)))
953;(x - y);(- ((~ x) + (- (~ ((x & y) | y)))))
954;(x - y);(x + (- ((~ (x + (~ x))) | y)))
955;(x - y);(~ (((~ x) + y) | (~ (x + (- y)))))
956;(x - y);(- (((- (x + (- y))) ^ y) ^ y))
957;(x - y);(((~ x) + y) ^ (y + (~ y)))
958;(x - y);(x + (- ((~ (~ ((~ x) & y))) | y)))
959;(x - y);((- (((- x) + y) + y)) + y)
960;(x - y);(x + (- ((~ (x & (~ (x & y)))) & y)))
961;(x - y);(~ ((- x) + (~ (- y))))
962;(x - y);((x + (- (y | (~ y)))) + (~ y))
963;(x - y);((x + (~ x)) & (x + (- y)))
964;(x - y);(x + (- (((x & y) | y) | y)))
965;(x - y);(x + (- ((- (~ (x | (~ (x & y))))) + y)))
966;(x - y);((~ ((~ x) + (- (x + (- y))))) + (- x))
967;(x - y);(x + (- (y & (y | (~ (- y))))))
968;(x - y);(x + (- ((~ (~ ((- x) & y))) | y)))
969;(x - y);((x & (~ x)) ^ (x + (- y)))
970;(x - y);(x + (- (~ ((~ y) & (y | (~ y))))))
971;(x - y);(x + (- (((- x) & y) | y)))
972;(x - y);((x & (~ (x & (~ (x | y))))) + (- y))
973;(x - y);((- (~ x)) + (~ ((~ (~ (x & y))) | y)))
974;(x - y);((- (~ (x | (~ (x & y))))) + (x + (- y)))
975;(x - y);((x + (- y)) + (- (y & (~ y))))
976;(x - y);((x + x) + (- (x + y)))
977;(x - y);(x + (- ((~ (~ (x & y))) | y)))
978;(x - y);((x | (~ (~ (x & y)))) + (- y))
979;(x - y);((x | (x & ((- x) + y))) + (- y))
980;(x - y);(x + (- ((~ (x & (~ (x | y)))) & y)))
981;(x - y);((~ ((~ x) | (~ (y | (~ y))))) + (- y))
982;(x - y);(~ (x ^ ((~ x) ^ (x + (- y)))))
983;(x - y);((x + (- (x ^ (~ x)))) + (~ y))
984;(x - y);(~ ((~ x) + (x + ((- x) + y))))
985;(x - y);((~ (~ (x & (~ (y & (~ y)))))) + (- y))
986;(x - y);((~ (((~ x) + y) ^ y)) ^ y)
987;(x - y);(x + (- (~ (~ (y | (~ (y | (~ y))))))))
988;(x - y);(x + (- ((~ ((~ x) | (~ y))) | y)))
989;(x - y);(x + ((~ (x + (~ x))) + (- y)))
990;(x - y);((x & (~ ((~ x) & y))) + (- y))
991;(x - y);((~ x) ^ (x ^ (~ (x + (- y)))))
992;(x - y);((x + (- (~ y))) + ((~ y) + (- y)))
993;(x - y);(x + (- ((~ (x | (~ x))) | y)))
994;(x - y);(x + (- (~ (~ (y & (y | (~ y)))))))
995;(x - y);((~ ((~ x) & ((~ x) | y))) + (- y))
996;(x - y);(- ((((~ x) | y) & y) + (- x)))
997;(x - y);((- ((~ x) + (- x))) + ((~ x) + (- y)))
998;(x - y);(x + (- (x + (- (x + (- y))))))
999;(x - y);((x | (x & (- (~ y)))) + (- y))
1000;(x - y);((x + (- y)) + (~ (y | (~ y))))
