#number;groundtruth;mba
256;((((d&d)^(-d))^(b*(~b))));((((((~ d | d) - ~ d) - ~ (d - 1)) - ((((~ d | d) - ~ d) | ~ (~ (d - 1))) << 1)) - 2) | ((b & (- b - 1)) * (b | (- b - 1)) + (b & ~ (- b - 1)) * (~ b & (- b - 1)))) - ((((((~ d | d) - ~ d) - ~ (d - 1)) - ((((~ d | d) - ~ d) | ~ (~ (d - 1))) << 1)) - 2) & ((b & (- b - 1)) * (b | (- b - 1)) + (b & ~ (- b - 1)) * (~ b & (- b - 1))))
257;(((-(c&(b&a)))&(a^a)));(~ (~ (((~ c | ((~ b | a) - ~ b)) + c) + 1) + 1) | (((a - a) - ((a | ~ a) << 1)) - 2)) - ~ (~ (((~ c | ((~ b | a) - ~ b)) + c) + 1) + 1)
258;(((((d&e)&b)-(((b&d)-e)+e))+(b^(-(e-d)))));(((((((~ ((~ d | e) - ~ d) | b) + ((~ d | e) - ~ d)) + 1) & ~ ((((((~ b | d) - ~ b) + ~ e) + 1) | e) + (((((~ b | d) - ~ b) + ~ e) + 1) & e))) - (~ (((~ ((~ d | e) - ~ d) | b) + ((~ d | e) - ~ d)) + 1) & ((((((~ b | d) - ~ b) + ~ e) + 1) | e) + (((((~ b | d) - ~ b) + ~ e) + 1) & e)))) ^ ~ ((b | (~ ((e & ~ d) - (~ e & d)) + 1)) - (b & (~ ((e & ~ d) - (~ e & d)) + 1)))) + (((((((~ ((~ d | e) - ~ d) | b) + ((~ d | e) - ~ d)) + 1) & ~ ((((((~ b | d) - ~ b) + ~ e) + 1) | e) + (((((~ b | d) - ~ b) + ~ e) + 1) & e))) - (~ (((~ ((~ d | e) - ~ d) | b) + ((~ d | e) - ~ d)) + 1) & ((((((~ b | d) - ~ b) + ~ e) + 1) | e) + (((((~ b | d) - ~ b) + ~ e) + 1) & e)))) | ((b | (~ ((e & ~ d) - (~ e & d)) + 1)) - (b & (~ ((e & ~ d) - (~ e & d)) + 1)))) << 1)) + 1
259;(((e*c)|(c|(e|b))));(((e & c) * (e | c) + (e & ~ c) * (~ e & c)) & ~ (((c + (((e + b) + 1) + ((- e - 1) | (- b - 1)))) + 1) + ((- c - 1) | (- (((e + b) + 1) + ((- e - 1) | (- b - 1))) - 1)))) + (((c + (((e + b) + 1) + ((- e - 1) | (- b - 1)))) + 1) + ((- c - 1) | (- (((e + b) + 1) + ((- e - 1) | (- b - 1))) - 1)))
260;((((e*a)-((-e)*a))|(a|((e|(-a))-(d&d)))));((((((e & a) * (e | a) + (e & ~ a) * (~ e & a)) + ~ (((~ e + 1) & a) * ((~ e + 1) | a) + ((~ e + 1) & ~ a) * (~ (~ e + 1) & a))) + 1) + ((a & ~ ((((e & ~ (~ (a - 1))) + ~ (a - 1)) + ~ ((~ d | d) - ~ d)) + 1)) + ((((e & ~ (~ (a - 1))) + ~ (a - 1)) + ~ ((~ d | d) - ~ d)) + 1))) + 1) + ((- ((((e & a) * (e | a) + (e & ~ a) * (~ e & a)) + ~ (((~ e + 1) & a) * ((~ e + 1) | a) + ((~ e + 1) & ~ a) * (~ (~ e + 1) & a))) + 1) - 1) | (- ((a & ~ ((((e & ~ (~ (a - 1))) + ~ (a - 1)) + ~ ((~ d | d) - ~ d)) + 1)) + ((((e & ~ (~ (a - 1))) + ~ (a - 1)) + ~ ((~ d | d) - ~ d)) + 1)) - 1))
261;((a-(~(-(-(-a))))));(a + ~ (~ ((~ a + 1) - 1) - 1)) + 1
262;(((b-b)-(-(((-(~b))&(b*c))^(b|b)))));((((b & ~ b) << 1) - (b ^ b)) ^ ~ (((((~ (b + 1) | ((b & c) * (b | c) + (b & ~ c) * (~ b & c))) - ~ (b + 1)) | ((b & ~ b) + b)) - (((~ (b + 1) | ((b & c) * (b | c) + (b & ~ c) * (~ b & c))) - ~ (b + 1)) & ((b & ~ b) + b))) - 1)) - ((~ (((b & ~ b) << 1) - (b ^ b)) & ~ (((((~ (b + 1) | ((b & c) * (b | c) + (b & ~ c) * (~ b & c))) - ~ (b + 1)) | ((b & ~ b) + b)) - (((~ (b + 1) | ((b & c) * (b | c) + (b & ~ c) * (~ b & c))) - ~ (b + 1)) & ((b & ~ b) + b))) - 1)) + (~ (((b & ~ b) << 1) - (b ^ b)) & ~ (((((~ (b + 1) | ((b & c) * (b | c) + (b & ~ c) * (~ b & c))) - ~ (b + 1)) | ((b & ~ b) + b)) - (((~ (b + 1) | ((b & c) * (b | c) + (b & ~ c) * (~ b & c))) - ~ (b + 1)) & ((b & ~ b) + b))) - 1)))
263;((((~a)+(c*c))^(e^(((a+c)+a)*c))));(((((- a - 1) ^ ~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + (((- a - 1) | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) << 1)) + 1) | ((e | (((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c) * ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) | c) + ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & ~ c) * (~ (((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c))) - (e & (((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c) * ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) | c) + ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & ~ c) * (~ (((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c))))) - (((((- a - 1) ^ ~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + (((- a - 1) | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) << 1)) + 1) & ((e | (((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c) * ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) | c) + ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & ~ c) * (~ (((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c))) - (e & (((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c) * ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) | c) + ((((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & ~ c) * (~ (((((a | c) + (a & c)) ^ ~ a) + ((((a | c) + (a & c)) | a) + (((a | c) + (a & c)) | a))) + 1) & c)))))
264;(((((a^d)-d)&(d-a))^(-(-(a+(~a))))));(((~ ((((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d) + ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d)) - ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) ^ d)) | ((d + ~ a) + 1)) - ~ ((((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d) + ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d)) - ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) ^ d))) | (~ (~ (((a ^ (- a - 1)) + ((a & (- a - 1)) + (a & (- a - 1)))) - 1)) + 1)) - (((~ ((((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d) + ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d)) - ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) ^ d)) | ((d + ~ a) + 1)) - ~ ((((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d) + ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) & ~ d)) - ((((a - d) - ((a | ~ d) + (a | ~ d))) - 2) ^ d))) & (~ (~ (((a ^ (- a - 1)) + ((a & (- a - 1)) + (a & (- a - 1)))) - 1)) + 1))
265;((((a|a)|c)-(~(-(~(a&((c-a)+c)))))));(((((((a + a) + 1) + ((- a - 1) | (- a - 1))) + c) + 1) + ((- (((a + a) + 1) + ((- a - 1) | (- a - 1))) - 1) | (- c - 1))) + ~ ((- (((~ a | ((((c ^ a) - ((~ c & a) << 1)) ^ c) + ((((c ^ a) - ((~ c & a) << 1)) & c) << 1))) + a) + 1) - 1) - 1)) + 1
266;(((b^(e^e))&(((e&b)&(~e))*(b+(~e)))));(~ (((b - (((e - e) - ((e | ~ e) + (e | ~ e))) - 2)) - ((b | ~ (((e - e) - ((e | ~ e) + (e | ~ e))) - 2)) << 1)) - 2) | ((((((~ e | b) - ~ e) | e) - e) & (((b | (- e - 1)) << 1) - (b ^ (- e - 1)))) * (((((~ e | b) - ~ e) | e) - e) | (((b | (- e - 1)) << 1) - (b ^ (- e - 1)))) + (((((~ e | b) - ~ e) | e) - e) & ~ (((b | (- e - 1)) << 1) - (b ^ (- e - 1)))) * (~ ((((~ e | b) - ~ e) | e) - e) & (((b | (- e - 1)) << 1) - (b ^ (- e - 1)))))) - ~ (((b - (((e - e) - ((e | ~ e) + (e | ~ e))) - 2)) - ((b | ~ (((e - e) - ((e | ~ e) + (e | ~ e))) - 2)) << 1)) - 2)
267;((~(-(-(((a+e)*(b^a))*(b+a))))));(~ (((((((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2)) * ((((a | e) << 1) - (a ^ e)) | (((b - a) - ((b | ~ a) << 1)) - 2)) + ((((a | e) << 1) - (a ^ e)) & ~ (((b - a) - ((b | ~ a) << 1)) - 2)) * (~ (((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2))) & ((b ^ a) + ((b & a) + (b & a)))) * ((((((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2)) * ((((a | e) << 1) - (a ^ e)) | (((b - a) - ((b | ~ a) << 1)) - 2)) + ((((a | e) << 1) - (a ^ e)) & ~ (((b - a) - ((b | ~ a) << 1)) - 2)) * (~ (((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2))) | ((b ^ a) + ((b & a) + (b & a)))) + ((((((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2)) * ((((a | e) << 1) - (a ^ e)) | (((b - a) - ((b | ~ a) << 1)) - 2)) + ((((a | e) << 1) - (a ^ e)) & ~ (((b - a) - ((b | ~ a) << 1)) - 2)) * (~ (((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2))) & ~ ((b ^ a) + ((b & a) + (b & a)))) * (~ (((((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2)) * ((((a | e) << 1) - (a ^ e)) | (((b - a) - ((b | ~ a) << 1)) - 2)) + ((((a | e) << 1) - (a ^ e)) & ~ (((b - a) - ((b | ~ a) << 1)) - 2)) * (~ (((a | e) << 1) - (a ^ e)) & (((b - a) - ((b | ~ a) << 1)) - 2))) & ((b ^ a) + ((b & a) + (b & a))))) + 1) - 1
268;(((d*b)^(~(~((d*d)+b)))));((((d & b) * (d | b) + (d & ~ b) * (~ d & b)) - (- (- (((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) ^ ~ b) + ((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | b) + (((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | b))) + 1) - 1) - 1)) - ((((d & b) * (d | b) + (d & ~ b) * (~ d & b)) | ~ (- (- (((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) ^ ~ b) + ((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | b) + (((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | b))) + 1) - 1) - 1)) << 1)) - 2
269;((-(((c^(c&b))|c)^a)));~ ((((((((((c - (((~ c | b) + c) + 1)) - ((c | ~ (((~ c | b) + c) + 1)) << 1)) - 2) + c) + 1) + ((- (((c - (((~ c | b) + c) + 1)) - ((c | ~ (((~ c | b) + c) + 1)) << 1)) - 2) - 1) | (- c - 1))) - a) - ((((((((c - (((~ c | b) + c) + 1)) - ((c | ~ (((~ c | b) + c) + 1)) << 1)) - 2) + c) + 1) + ((- (((c - (((~ c | b) + c) + 1)) - ((c | ~ (((~ c | b) + c) + 1)) << 1)) - 2) - 1) | (- c - 1))) | ~ a) << 1)) - 2) - 1)
270;(((-((c+b)^(-(b*c))))&c));(~ (~ ((((((c ^ b) + ((c & b) << 1)) - (~ ((b & c) * (b | c) + (b & ~ c) * (~ b & c)) + 1)) - ((((c ^ b) + ((c & b) << 1)) | ~ (~ ((b & c) * (b | c) + (b & ~ c) * (~ b & c)) + 1)) << 1)) - 2) - 1)) | c) - ~ (~ ((((((c ^ b) + ((c & b) << 1)) - (~ ((b & c) * (b | c) + (b & ~ c) * (~ b & c)) + 1)) - ((((c ^ b) + ((c & b) << 1)) | ~ (~ ((b & c) * (b | c) + (b & ~ c) * (~ b & c)) + 1)) << 1)) - 2) - 1))
271;((((b|(d*c))|((-b)+c))+(c&d)));(((((((b & ~ ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) + ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) + ((~ (b - 1) ^ c) + ((~ (b - 1) & c) + (~ (b - 1) & c)))) + 1) + ((- ((b & ~ ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) + ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) - 1) | (- ((~ (b - 1) ^ c) + ((~ (b - 1) & c) + (~ (b - 1) & c))) - 1))) ^ ~ ((~ c | d) - ~ c)) + (((((((b & ~ ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) + ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) + ((~ (b - 1) ^ c) + ((~ (b - 1) & c) + (~ (b - 1) & c)))) + 1) + ((- ((b & ~ ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) + ((d & c) * (d | c) + (d & ~ c) * (~ d & c))) - 1) | (- ((~ (b - 1) ^ c) + ((~ (b - 1) & c) + (~ (b - 1) & c))) - 1))) | ((~ c | d) - ~ c)) << 1)) + 1
272;((((e&(a+(a*a)))&(c|(a*c)))|((c*c)*e)));((((~ ((~ e | ((a | ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) + (a & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))))) - ~ e) | (((c + ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) + 1) + ((- c - 1) | (- ((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - 1)))) - ~ ((~ e | ((a | ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) + (a & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))))) - ~ e)) + ((((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & e) * (((c & c) * (c | c) + (c & ~ c) * (~ c & c)) | e) + (((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & ~ e) * (~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & e))) + 1) + ((- ((~ ((~ e | ((a | ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) + (a & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))))) - ~ e) | (((c + ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) + 1) + ((- c - 1) | (- ((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - 1)))) - ~ ((~ e | ((a | ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) + (a & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))))) - ~ e)) - 1) | (- ((((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & e) * (((c & c) * (c | c) + (c & ~ c) * (~ c & c)) | e) + (((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & ~ e) * (~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & e)) - 1))
273;((~(d|(d|(d&b)))));- (((d + (((d + (((~ d | b) + d) + 1)) + 1) + ((- d - 1) | (- (((~ d | b) + d) + 1) - 1)))) + 1) + ((- d - 1) | (- (((d + (((~ d | b) + d) + 1)) + 1) + ((- d - 1) | (- (((~ d | b) + d) + 1) - 1))) - 1))) - 1
274;((-(-(((-(e&d))*(-e))|(~((~d)*d))))));~ (~ ((((((~ ((((~ e | d) + e) + 1) - 1) & ~ (e - 1)) * (~ ((((~ e | d) + e) + 1) - 1) | ~ (e - 1)) + (~ ((((~ e | d) + e) + 1) - 1) & ~ (~ (e - 1))) * (~ (~ ((((~ e | d) + e) + 1) - 1)) & ~ (e - 1))) + (- (((- d - 1) & d) * ((- d - 1) | d) + ((- d - 1) & ~ d) * (~ (- d - 1) & d)) - 1)) + 1) + ((- ((~ ((((~ e | d) + e) + 1) - 1) & ~ (e - 1)) * (~ ((((~ e | d) + e) + 1) - 1) | ~ (e - 1)) + (~ ((((~ e | d) + e) + 1) - 1) & ~ (~ (e - 1))) * (~ (~ ((((~ e | d) + e) + 1) - 1)) & ~ (e - 1))) - 1) | (- (- (((- d - 1) & d) * ((- d - 1) | d) + ((- d - 1) & ~ d) * (~ (- d - 1) & d)) - 1) - 1))) - 1)) + 1
275;((((e+a)&c)-((c-a)&a)));(((((~ ((e | a) + (e & a)) | c) + ((e | a) + (e & a))) + 1) & ~ (((~ ((c & ~ a) - (~ c & a)) | a) + ((c & ~ a) - (~ c & a))) + 1)) << 1) - ((((~ ((e | a) + (e & a)) | c) + ((e | a) + (e & a))) + 1) ^ (((~ ((c & ~ a) - (~ c & a)) | a) + ((c & ~ a) - (~ c & a))) + 1))
276;((((c|((e&b)|e))&((b*b)*c))^(b^(e*b))));((((~ (((c + ((((~ e | b) - ~ e) & ~ e) + e)) + 1) + ((- c - 1) | (- ((((~ e | b) - ~ e) & ~ e) + e) - 1))) | ((((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & c) * (((b & b) * (b | b) + (b & ~ b) * (~ b & b)) | c) + (((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & ~ c) * (~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & c))) - ~ (((c + ((((~ e | b) - ~ e) & ~ e) + e)) + 1) + ((- c - 1) | (- ((((~ e | b) - ~ e) & ~ e) + e) - 1)))) - ((b | ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - (b & ((e & b) * (e | b) + (e & ~ b) * (~ e & b))))) - ((((~ (((c + ((((~ e | b) - ~ e) & ~ e) + e)) + 1) + ((- c - 1) | (- ((((~ e | b) - ~ e) & ~ e) + e) - 1))) | ((((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & c) * (((b & b) * (b | b) + (b & ~ b) * (~ b & b)) | c) + (((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & ~ c) * (~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & c))) - ~ (((c + ((((~ e | b) - ~ e) & ~ e) + e)) + 1) + ((- c - 1) | (- ((((~ e | b) - ~ e) & ~ e) + e) - 1)))) | ~ ((b | ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - (b & ((e & b) * (e | b) + (e & ~ b) * (~ e & b))))) + (((~ (((c + ((((~ e | b) - ~ e) & ~ e) + e)) + 1) + ((- c - 1) | (- ((((~ e | b) - ~ e) & ~ e) + e) - 1))) | ((((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & c) * (((b & b) * (b | b) + (b & ~ b) * (~ b & b)) | c) + (((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & ~ c) * (~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & c))) - ~ (((c + ((((~ e | b) - ~ e) & ~ e) + e)) + 1) + ((- c - 1) | (- ((((~ e | b) - ~ e) & ~ e) + e) - 1)))) | ~ ((b | ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - (b & ((e & b) * (e | b) + (e & ~ b) * (~ e & b))))))) - 2
277;(((c*((c*a)^a))|(c|a)));((((c & ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a))) * (c | ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a))) + (c & ~ ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a))) * (~ c & ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a)))) + (((c + a) + 1) + ((- c - 1) | (- a - 1)))) + 1) + ((- ((c & ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a))) * (c | ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a))) + (c & ~ ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a))) * (~ c & ((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | a) - (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & a)))) - 1) | (- (((c + a) + 1) + ((- c - 1) | (- a - 1))) - 1))
278;(((a&(a^b))^(((a+a)*a)^(a^a))));(((~ a | (((a - b) - ((a | ~ b) + (a | ~ b))) - 2)) - ~ a) | (((((((a | a) + (a & a)) & a) * (((a | a) + (a & a)) | a) + (((a | a) + (a & a)) & ~ a) * (~ ((a | a) + (a & a)) & a)) - (((a - a) - ((a | ~ a) << 1)) - 2)) - ((((((a | a) + (a & a)) & a) * (((a | a) + (a & a)) | a) + (((a | a) + (a & a)) & ~ a) * (~ ((a | a) + (a & a)) & a)) | ~ (((a - a) - ((a | ~ a) << 1)) - 2)) + (((((a | a) + (a & a)) & a) * (((a | a) + (a & a)) | a) + (((a | a) + (a & a)) & ~ a) * (~ ((a | a) + (a & a)) & a)) | ~ (((a - a) - ((a | ~ a) << 1)) - 2)))) - 2)) - (((~ a | (((a - b) - ((a | ~ b) + (a | ~ b))) - 2)) - ~ a) & (((((((a | a) + (a & a)) & a) * (((a | a) + (a & a)) | a) + (((a | a) + (a & a)) & ~ a) * (~ ((a | a) + (a & a)) & a)) - (((a - a) - ((a | ~ a) << 1)) - 2)) - ((((((a | a) + (a & a)) & a) * (((a | a) + (a & a)) | a) + (((a | a) + (a & a)) & ~ a) * (~ ((a | a) + (a & a)) & a)) | ~ (((a - a) - ((a | ~ a) << 1)) - 2)) + (((((a | a) + (a & a)) & a) * (((a | a) + (a & a)) | a) + (((a | a) + (a & a)) & ~ a) * (~ ((a | a) + (a & a)) & a)) | ~ (((a - a) - ((a | ~ a) << 1)) - 2)))) - 2))
279;(((-(d&d))*(-d)));((~ (((~ d | d) + d) + 1) + 1) & (~ d + 1)) * ((~ (((~ d | d) + d) + 1) + 1) | (~ d + 1)) + ((~ (((~ d | d) + d) + 1) + 1) & ~ (~ d + 1)) * (~ (~ (((~ d | d) + d) + 1) + 1) & (~ d + 1))
280;((((a+a)*e)^((e^e)|(e*a))));(((((((a ^ ~ a) + ((a | a) << 1)) + 1) & e) * ((((a ^ ~ a) + ((a | a) << 1)) + 1) | e) + ((((a ^ ~ a) + ((a | a) << 1)) + 1) & ~ e) * (~ (((a ^ ~ a) + ((a | a) << 1)) + 1) & e)) - ((((((e - e) - ((e | ~ e) + (e | ~ e))) - 2) + ((e & a) * (e | a) + (e & ~ a) * (~ e & a))) + 1) + ((- (((e - e) - ((e | ~ e) + (e | ~ e))) - 2) - 1) | (- ((e & a) * (e | a) + (e & ~ a) * (~ e & a)) - 1)))) - (((((((a ^ ~ a) + ((a | a) << 1)) + 1) & e) * ((((a ^ ~ a) + ((a | a) << 1)) + 1) | e) + ((((a ^ ~ a) + ((a | a) << 1)) + 1) & ~ e) * (~ (((a ^ ~ a) + ((a | a) << 1)) + 1) & e)) | ~ ((((((e - e) - ((e | ~ e) + (e | ~ e))) - 2) + ((e & a) * (e | a) + (e & ~ a) * (~ e & a))) + 1) + ((- (((e - e) - ((e | ~ e) + (e | ~ e))) - 2) - 1) | (- ((e & a) * (e | a) + (e & ~ a) * (~ e & a)) - 1)))) + ((((((a ^ ~ a) + ((a | a) << 1)) + 1) & e) * ((((a ^ ~ a) + ((a | a) << 1)) + 1) | e) + ((((a ^ ~ a) + ((a | a) << 1)) + 1) & ~ e) * (~ (((a ^ ~ a) + ((a | a) << 1)) + 1) & e)) | ~ ((((((e - e) - ((e | ~ e) + (e | ~ e))) - 2) + ((e & a) * (e | a) + (e & ~ a) * (~ e & a))) + 1) + ((- (((e - e) - ((e | ~ e) + (e | ~ e))) - 2) - 1) | (- ((e & a) * (e | a) + (e & ~ a) * (~ e & a)) - 1)))))) - 2
281;((((e-e)&((e*e)^c))|(c|e)));((((~ ((e & ~ e) - (~ e & e)) | ((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) | c) - (((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & c))) + ((e & ~ e) - (~ e & e))) + 1) & ~ (((c + e) + 1) + ((- c - 1) | (- e - 1)))) + (((c + e) + 1) + ((- c - 1) | (- e - 1)))
282;((-((e*((-e)&e))|((d-e)-(d&d)))));~ ((((e & ((~ (~ e + 1) | e) - ~ (~ e + 1))) * (e | ((~ (~ e + 1) | e) - ~ (~ e + 1))) + (e & ~ ((~ (~ e + 1) | e) - ~ (~ e + 1))) * (~ e & ((~ (~ e + 1) | e) - ~ (~ e + 1)))) & ~ ((((d + ~ e) + 1) ^ (((~ d | d) + d) + 1)) - ((~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1)) + (~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1))))) + ((((d + ~ e) + 1) ^ (((~ d | d) + d) + 1)) - ((~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1)) + (~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1))))) + 1
